Link	Condition	Compatible With	Number of Charging Ports	Manufacturer Color	Bundle Description	Custom Bundle	MPN	Model Number	Includes The Following Cables	Brand	Output Amperage	Model	Style	Connectivity	Country/Region of Manufacture	UPC	Processor	Screen Size	Lock Status	SIM Card Slot	Network	Operating System	Features	Storage Capacity	Contract	RAM	Memory Card Type	Camera Resolution	4G/LTE	Color	Chipset Model	Manufacturer Warranty	NOT Compatible With	4G LTE / 5G Bands	Seller Notes	Not compatible with	Cellular Band	4G LTE	NOT COMPATIBLE WITH	Important Information	BATTERY	Manufacturer Colour	Battery	4G/5G LTE	battery	Use	Compatible Model	Returns	Shipping	Compatible Brand	Bundled Items	Unlock Status	Front Camera	CARRIERS :	Cpu	Gpu	Colour	Unit Type	Unit Quantity	Tax	Guarantee	ISBN	EAN	Material	Item Hardness	Screen Surface Description	Type	Camera	Color Filter	Display Type	Internal Memory	Model Id	Os	Screen Size Filter	Secondary Camera Filter	Chipset	CPU	GPU	Quad Back Cameras	3.5mm Headphone Port	Display Resolution	Bluetooth Version	Screen Refresh Rate	Battery Capacity Range	SIM Card Quantity	Clarity	Compatible Devices	Compatible Phone Models	Non-Domestic Product	Network Standard	Network Technology	Item Weight	If Custom Duty & Import tariff will be applicable	User Manual	Package Included	Duties and Tax	Cosmetic condition	Original box	Name	Charger and cable	3G/4G Bands	Marke	Modell	Farbe	Speicherkapazität	Cosmetic Condition	Sensors	SIM Type	USB Type	Talk Time	Battery Capacity	Mobile Remote Betreiber	Storage & RAM	NFC	Al	Height	Wide	contrast ratio	aspect ratio	Navigation & Positioning	Weight	Thickness	brightness	Charge the battery	2 MP depth sensor	Display	No accessories	CARRIERS	Carrier	FRONT CAMERA	ProductReferenceID
https://www.ebay.com/itm/363346871915?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab	Cell Phones, Smartphones, Tablets, etc.	3	Black	Includes (2) USB-C Data Sync Charging Cables.	Yes	dual-slot-pc-plug-in-mobile-cell-phone-replacement, usb-type-c-verizon-sprint-straight-talk-gsm-5g-5-g, wire-android-smart-phone-port-tablet-rapid-fast-2a, ac-house-converter-home-computer-universal-socket, xiaomi-poco-x3-nfc-redmi-note-7-8-9-10-pro-mi11-a3, motorola-moto-g-power-g100-g8-g7-motog-edge-realme, google-pixel-2-3-3a-4-4a-5-5a-xl-oneplus-nord-fit, huawei-nova-p30-p40-p50-mate-zte-blade-z-max-s30, lg-v60-thinq-w41-w42-velvet-v20-v30-v40-v50-g5-g6, wing-stylo-sony-xperia-xa-vivo-v17-x60-htc-one-m8, samsung-galaxy-s8-s9-s10-s10e-s20-fe-s21-s21s-lite, a02s-a8-a9-a10-a10s-a11-a12-a20-a20s-a21-a21s-a30, a31-a32-a40-a41-a42-a50-a50s-a51-a52-a70-a71-a72, a30s-galixy-cable-a80-tcl-10l-20-plus-plex-uw-se, f12-f41-f62-m11-m12-m21-m21s-m31-m51-m62-with-cord, f-m-a-s-series-note-8-note-9-note-10-note-20-ultra, s22-g9	NA	USB-C Data Sync / Charging Cables	Unbranded	3.1A (Quick Charge Capable)	AC Wall To 5V DC USB Charger + USB-C Cables	Wall Outlet To Triple USB Socket Adapter + Cables	USB	China	Does not apply																																																																																																																			
https://www.ebay.com/itm/325013923406?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab									Xiaomi		Redmi Note 11		4G			Octa Core	6.50 in	Factory Unlocked	Dual SIM (SIM + SIM)	GSM	Android	Bluetooth Enabled	128 GB	Without Contract	4 GB																																																																																																									
https://www.ebay.com/itm/324648557855?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab			GRAY BRONZE BLUE			Note 10 pro			Redmi		Xiaomi Redmi Note 10 Pro		2G, 3G, 4G			Octa Core	6.67	Factory Unlocked	Dual SIM (SIM + SIM)	Unlocked	Android	Bluetooth Enabled, Camera	128 GB	Without Contract	6 GB	MicroSD	108.0 MP																																																																																																							
https://www.ebay.com/itm/203898287868?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab			Forest Green, Graphite Gray, Star Blue				21091116UG		Xiaomi		Redmi Note 11 Pro+ 5G					Dimensity 920	"6.67"""	Factory Unlocked	Dual SIM		Android		256 GB	Without Contract	8 GB		108.0 MP																																																																																																							
https://www.ebay.com/itm/324618206904?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab			BLUE GRAY silver green				NOTE 10 5G		Xiaomi		Xiaomi Redmi Note 10 5G		2G, 3G, 4G, 5G			Octa Core	6.43	Factory Unlocked	Dual SIM (SIM + SIM)	GSM, Unlocked	Android	Bluetooth Enabled, Camera	128 GB	Without Contract	4 GB	microSDXC	48.0 MP																																																																																																							
https://www.ebay.com/itm/194060416913?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab			Onyx Gray, Glacier Blue, Gradient Bronze, Purple				M2101K6G		Xiaomi		Redmi Note 10 Pro					Snapdragon 732G	"6.53"""	Factory Unlocked	Dual SIM		Android		128 GB	Without Contract	6 GB		108.0 MP	make sure your carrier support the 4G LTE bands																																																																																																						
https://www.ebay.com/itm/304041013742?nordt=true&orig_cvip=true&rt=nc	Open box: An item in excellent, new condition with no wear. The item may be missing the original ...Read moreabout the conditionOpen box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description.See all condition definitionsopens in a new window or tab			Onyx Gray, Glacier Blue, Gradient Bronze				M2101K6G		Xiaomi		Redmi Note 10 Pro					Snapdragon 732G	"6.53"""	Factory Unlocked	Dual SIM		Android		128 GB	Without Contract	6 GB		108.0 MP	make sure your carrier support the 4G LTE bands																																																																																																						
https://www.ebay.com/itm/324254026178?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab			GRAY BLUE PURPLE			DONT APPLY	REDMI 9A		Redmi		Redmi 9A		2G, 3G			Octa Core	6.53	GSM Factory Unlocked	Dual SIM	GSM UNLOCKED	Android	Bluetooth Enabled, Camera	32 GB	Without Contract	2 GB	MicroSD	13.0 MP																																																																																																							
https://www.ebay.com/itm/324610842527?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab			GRAY BRONZE BLUE				XIAOMI NOTE 10 PRO		Xiaomi		Xiaomi Redmi Note 10 Pro		2G, 3G, 4G			Octa Core	6.67	GSM Factory Unlocked	Dual SIM (SIM + SIM)	GSM, Unlocked	Android	Bluetooth Enabled, Camera	128 GB	Without Contract	8 GB	microSDXC	108.0 MP																																																																																																							
https://www.ebay.com/itm/144361594762?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab						Does Not Apply	Redmi Note 11 4G		Xiaomi			Bar	2G, 3G, 4G, Bluetooth, GPRS, GPS, Quad-Band, USB Type-C, Wi-Fi	China	6934177764417	Octa Core	6.6 in	Network Unlocked	Dual SIM (SIM + SIM)	Unlocked	Android	4K Video Recording, Bluetooth Enabled, Camera, Color Screen, Dual Screen, Email, Web, Email Access, Fast Charging, Fingerprint Sensor, Global Ready, GPRS, GPS, Internet Connectivity, Music Player, Nano SIM, QWERTY Keyboard, Rear Camera, Retina Display, Touch Screen, Video Calling, Video Camera, Wi-Fi Capable	128 GB	Without Contract	4 GB	MicroSD	50.0 MP		Black	MediaTek Helio G88	1 year																																																																																																			
https://www.ebay.com/itm/324618218866?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab			GRAY WHITE BLUE				NOTE 10S		Xiaomi		Xiaomi Redmi Note 10S		2G, 3G, 4G			Octa Core	6.43	Factory Unlocked	Dual SIM (SIM + SIM)	GSM, Unlocked	Android	Bluetooth Enabled, Camera	128 GB	Without Contract	6 GB	microSDXC	64.0 MP																																																																																																							
https://www.ebay.com/itm/224890025338?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab			Graphite Gray, Polar White, Star Blue				2201116TG		Xiaomi		Redmi Note 11 Pro					Helio G96	"6.67"""	Factory Unlocked	Dual SIM		Android		128 GB	Without Contract	8 GB		108.0 MP	make sure your carrier support the 4G LTE bands																																																																																																						
https://www.ebay.com/itm/325132252335?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab						XIOAMI NOTE 11 PRO			Redmi		Xiaomi Redmi Note 11 PRO 5G		5G			Octa Core	6.67	GSM Factory Unlocked	Dual SIM (SIM + SIM)	GSM, Unlocked	Android	Bluetooth Enabled, Camera	128 GB	Without Contract	8 GB	microSDXC	108.0 MP																																																																																																							
https://www.ebay.com/itm/194906307730?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab			Graphite Gray, Polar White, Atlantic Blue				2201116SG		Xiaomi		Redmi Note 11 Pro 5G					Snapdragon 695	"6.67"""	Factory Unlocked	Dual SIM		Android		128 GB	Without Contract	8 GB		108.0 MP	make sure your carrier support the 4G LTE bands																																																																																																						
https://www.ebay.com/itm/133466426229?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab							M2006C3LG		Xiaomi		Redmi 9A	Bar	2G, 3G, 4G, 4G+			MediaTek Helio G25 (12 nm) Octa-core	"6.53"""	Factory Unlocked	Dual SIM	Unlocked	Android 10, MIUI 12	5000 mAh, Accelerometer	32 GB	Without Contract	2 GB	microSDXC (dedicated slot)	13.0 MP	make sure your carrier support the 4G LTE bands	Granite Gray, Peacook Green, Sky Blue			CDMA Networks (Verizon, Sprint, etc.)																																																																																																		
https://www.ebay.com/itm/194032929195?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab			Onyx Gray, Glacier Blue, Bronze, Purple, Green				M2101K6G		Xiaomi		Redmi Note 10 Pro					Snapdragon 732G	"6.53"""	Factory Unlocked	Dual SIM		Android		128 GB	Without Contract	8 GB		108.0 MP	make sure your carrier support the 4G LTE bands																																																																																																						
https://www.ebay.com/itm/224867265772?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab			Graphite Gray, Polar White, Atlantic Blue				2201116SG		Xiaomi		Redmi Note 11 Pro 5G					Snapdragon 695	"6.67"""	Factory Unlocked	Dual SIM		Android		128 GB	Without Contract	6 GB		108.0 MP						make sure your carrier support the 4G LTE/5G bands																																																																																																	
https://www.ebay.com/itm/274868507262?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab						Does Not Apply	Redmi Note 10 Pro		Xiaomi			Bar	2G, 3G, 4G, 5G, Bluetooth, GPRS, GPS, Quad-Band, USB Type-C, Wi-Fi	China		Octa Core	6.6 in	Network Unlocked	Dual SIM (SIM + SIM)	Unlocked	Android	4K Video Recording, Bluetooth Enabled, Camera, Color Screen, Dual Screen, Email, Web, Email Access, Fast Charging, Fingerprint Sensor, Global Ready, GPRS, GPS, Internet Connectivity, Music Player, Nano SIM, QWERTY Keyboard, Rear Camera, Retina Display, Touch Screen, Video Calling, Video Camera, Wi-Fi Capable		Without Contract		Not Applicabe	64.0 MP			MediaTek Dimensity 1100	1 year																																																																																																			
https://www.ebay.com/itm/303604984852?nordt=true&orig_cvip=true&rt=nc	Open box			Tropical Green, Glacier White, Interstellar Gray			Global Model	M2003J6B2G		Xiaomi		Redmi Note 9 Pro					Octa Core	"6.67"""	Factory Unlocked	Dual SIM		Android		128 GB	Without Contract	6 GB	MicroSD	64.0 MP	Make sure your carrier support the 4G LTE bands						“This is a pre-owned item that may have some small signs of cosmetic wear. It ships in the original ...Read moreabout the seller notes“This is a pre-owned item that may have some small signs of cosmetic wear. It ships in the original packaging with all accessories buy with confidence”Read Lessabout the seller notes	Verizon, Sprint, US Celullar or other CDMA carriers																																																																																															
https://www.ebay.com/itm/284809058088?nordt=true&orig_cvip=true&rt=nc	Open box			Graphite Gray				2201116SG		Xiaomi		Redmi Note 11 Pro		2G, 3G, 5G, LTE			Qualcomm SM6375 Snapdragon 695 5G (6 nm)	"6.67"""	Factory Unlocked	Dual SIM		Android		128 GB	Without Contract	6 GB		108.0 MP	make sure your carrier support the 4G LTE bands						“This phone may have some small marks of use. This device ships with all of the original accessories.”																																																																																																
https://www.ebay.com/itm/174998841679?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab						Does Not Apply			Xiaomi		Redmi Note 11 Pro	Bar	2G, 3G, 4G, 5G, Bluetooth, GPRS, GPS, Quad-Band, USB Type-C, Wi-Fi, NFC	China		Octa Core	6.67 in	Network Unlocked	Dual SIM	Unlocked	Android	4K Video Recording, Bluetooth Enabled, Camera, Color Screen, Dual Screen, Email, Web, Email Access, Fast Charging, Fingerprint Sensor, Global Ready, GPRS, GPS, Internet Connectivity, Music Player, Nano SIM, QWERTY Keyboard, Rear Camera, Touch Screen, Video Calling, Video Camera, Wi-Fi Capable, NFC Connectivity		Without Contract		Not Applicabe	108.0 MP			MediaTek Dimensity 920	1 year																																																																																																			
https://www.ebay.com/itm/224875808014?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab			Graphite Gray, Polar White, Star Blue						Xiaomi		Redmi Note 11 Pro					Helio G96	"6.67"""	Factory Unlocked	Dual SIM		Android		128 GB	Without Contract	6 GB		108.0 MP	make sure your carrier support the 4G LTE bands																																																																																																						
https://www.ebay.com/itm/193456365197?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab			Forest Green, Midnight Grey, Polar White			Global Model	M2003J15		Xiaomi		Redmi Note 9					Helio G85	"6.53"""	Factory Unlocked	Dual SIM		Android		128 GB	Without Contract	4 GB		48.0 MP	make sure your carrier support the 4G LTE bands																																																																																																						
https://www.ebay.com/itm/143811671576?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab						Global Model			Xiaomi		Redmi 9A		4G			Helio G35	"6.53"""	Factory Unlocked	Dual SIM		Android	Touch Screen	64GB	Without Contract	4 GB			make sure your carrier support the 4G LTE bands	Black																																																																																																					
https://www.ebay.com/itm/134253318959?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab							21061119BI		Xioami		Redmi 10 Prime		4G			Octa Core	6.5 in	Factory Unlocked	Dual SIM (SIM + SIM)	Unlocked	Android	Fingerprint, proximity, compass, Accelerometer	64 GB	Without Contract	4 GB	microSDXC	50.0 Megapixel																																																																																																							
https://www.ebay.com/itm/144417685446?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab						Does Not Apply	Redmi Note 11 4G		Xiaomi			Bar	2G, 3G, 4G, Bluetooth, GPRS, GPS, Quad-Band, USB Type-C, Wi-Fi	China	6934177764417	Octa Core	6.6 in	Network Unlocked	Dual SIM (SIM + SIM)	Unlocked	Android	4K Video Recording, Bluetooth Enabled, Camera, Color Screen, Dual Screen, Email, Web, Email Access, Fast Charging, Fingerprint Sensor, Global Ready, GPRS, GPS, Internet Connectivity, Music Player, Nano SIM, QWERTY Keyboard, Rear Camera, Retina Display, Touch Screen, Video Calling, Video Camera, Wi-Fi Capable	128 GB	Without Contract	4 GB	MicroSD	50.0 MP		White	MediaTek Helio G88	1 year																																																																																																			
https://www.ebay.com/itm/284739191112?nordt=true&orig_cvip=true&rt=nc	Open box			Shadow Black (Onyx Gray), Pebble White, Aqua Green				M2004J7AC, M2007J22C, M2007J17C		Redmi		Xiaomi Redmi Note 5G					Snapdragon 678	"6.5"""	Factory Unlocked	Dual SIM	Factory Unlocked, Unlocked	Android		128 GB	Without Contract	4 GB		48.0 MP	make sure your carrier support the 4G LTE bands						“This is a pre-owned item that may have some small signs of cosmetic wear. It ships in the original ...Read moreabout the seller notes“This is a pre-owned item that may have some small signs of cosmetic wear. It ships in the original packaging with all accessories buy with confidence”Read Lessabout the seller notes																																																																																																
https://www.ebay.com/itm/324569458572?nordt=true&orig_cvip=true&rt=nc	Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections.See all condition definitionsopens in a new window or tab			GRAY WHITE GREEN				NOTE 10		Redmi		Xiaomi Redmi Note 10		2G, 3G, 4G			Octa Core	6.43	GSM Factory Unlocked	Dual SIM (SIM + SIM + Memory Card)	GSM, Unlocked	Android	Bluetooth Enabled, Camera	128 GB	Without Contract	4 GB	microSDXC	48.0 MP																																																																																																							
https://www.ebay.com/itm/325236735116?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab			GRAY BLUE GREEN			DONT APPLY	REDMI 9A		Redmi		Redmi 9A		2G, 3G			Octa Core	6.53	GSM Factory Unlocked	Dual SIM	GSM UNLOCKED	Android	Bluetooth Enabled, Camera	64 GB	Without Contract	4 GB	MicroSD	13.0 MP																																																																																																							
https://www.ebay.com/itm/144432672459?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab			Onyx Gray, Glacier Blue, Gradient Bronze				M2101K6G		Redmi		Xiaomi Redmi Note 10 pro		2G, 3G, 4G, 4G+, Bluetooth, GPS			Snapdragon 732G	"6.67"""	Factory Unlocked	Dual SIM	Factory Unlocked, Unlocked	Android 11, MIUI 12	4K@30fps, 1080p@30/60fps, IP53, dust and splash protection, AMOLED, 120Hz, HDR10, 5020 mAh, Accelerometer, AMOLED Display	128 GB	Without Contract	8 GB	microSDXC  (dedicated slot)	64 MP	make sure your carrier support the 4G LTE bands																																																																																																						
https://www.ebay.com/itm/263522301811?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab			Blue / Bronze / Gray			Xiaomi Redmi, Xiaomi Redmi Note, Xiaomi Redmi Note 10, Xiaomi Redmi Note 10 Pro			Xiaomi		Xiaomi Redmi Note 10 Pro	Bar	2G, 3G, 4G, Bluetooth, GPS	Unknown		Octa Core	"6.67"""	Factory Unlocked	Dual SIM	Unlocked	Android	Fingerprint (side-mounted), Accelerometer, Bluetooth Enabled, Camera	128 GB / 64 GB	Without Contract	8 GB / 6 GB	microSDXC (dedicated slot)	108.0 MP									Works with gsm only won’t work with cdma or other	Make Sure Your Carrier Support the 4G/LTE Bands																																																																																													
https://www.ebay.com/itm/275306934085?nordt=true&orig_cvip=true&rt=nc	Open box			Graphite Gray, Star Blue				2201117TL		Redmi		Xiaomi Redmi Note					Snapdragon 678	6.43	Factory Unlocked	Dual SIM	Unlocked, Factory Unlocked	Android		128 GB	Without Contract	4 GB		50.0 Megapixel	make sure your carrier support the 4G LTE bands						“This is a pre-owned item that may have some small signs of cosmetic wear. It ships in the original ...Read moreabout the seller notes“This is a pre-owned item that may have some small signs of cosmetic wear. It ships in the original packaging with all accessories buy with confidence”Read Lessabout the seller notes																																																																																																
https://www.ebay.com/itm/203859672248?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab			Forest Green, Graphite Gray, Star Blue				21091116UG		Xiaomi		Redmi Note 11 Pro+ 5G					Dimensity 920	"6.67"""	Factory Unlocked	Dual SIM		Android		128 GB	Without Contract	6 GB		108.0 MP																																																																																																							
