Link	Condition	Seller Notes	Brand	Model	Storage Capacity	Network	Camera Resolution	Screen Size	Lock Status	RAM	Contract	Operating System	Model Number	Style	MPN	Connectivity	Features	Manufacturer Color	SIM Card Slot	Memory Card Type	Processor	Cellular Band	Network Technology	Custom Bundle	Note	Country/Region of Manufacture	Notice	Attention	CPU	UPC	Manufacturer Warranty	Packing List	Color	Warehouse Location	Capacity of battery	SKU	Family Line	Carrier	Storage Extend	Bundle Listing	Bundled Items	Chipset Model	Compatibility	Applicable Regions	Notice 3	Package	Storage capacity	Screen size	Camera resolution	Operating system	Lock status	Sim card slot	Ram	Memory card type	EAN	Not Compatible	Compatible Operating System	WIFI	Positioning	Battery	ROM	Fast Charging	GPU	NFC	Aspect Ratio	Type	Resolution	Capacity of Battery	Free Accessories	Local Warehouse	Unit Type	Release Date	Battery Health/Capacity	Compatible With	Number of Charging Ports	Bundle Description	Includes The Following Cables	Output Amperage	Non-Domestic Product	Compatible Brand	Front Camera	Screen Type	Screen Resolution	Charger	Battery Capacity	Batteries	Item Weight	USB	Camera Features	Sensors	Video	Dimensions	Display Technology	Protection	Front Camera Feature	WLAN	Bluetooth	Loudspeaker	3.5mm jack	Charging	Front Video	Battery Capacity(mAh)	Biometrics Technology	Display Resolution	Rear Camera Quantity	Display Proportions	3.5mm Headphone Port	Touch Screen Type	Modified Item	Country/Region of Origin	Warranty	Music Play	Back Video	Talk Time	Audio Quality	Video recording(Back camera)	Seller Warranty	Sim Card Size	Front camera	Storage Type	RAM Type	Thermometer	Battery Capacity Range	CPU Model	Bluetooth Version	Charging Interface Type	MTK Model	RAM and Storage	Year	ISBN	Colour	Display Size	SIM Card Quantity	Comes in a kit box with	Free Bundled Items	SIM Card Type	Screen Material	Touch ID	Quick Charge	Display  Size	Size	Charger interface	External Storage	Weight (including battery)	Rear camera	Front Camera Video	Network Standard	4G/LTE	Cosmetic Condition	Functionality Condition	Data Sanitation Status	Audio quality	Support Network Carriers	For Free	LG UNLOCKED DEVICES	Included Accessories	Cosmetic condition	Charger and cable	Water, Dust,and Shock	Packaging	Not Compatible With	Phone Variant	N1-SKU	Stand-by	Battery Type	Carrier Supporting	SIM-Karten-Slot	Besonderheiten	Earphone Port	Card Extend	OK Google on Locked Screen	Certification	Cellular and wireless	Material	Betriebssystem	Sperrstatus	Battery Standby Time	Music play	Weight	Gigabyte Size	Model Identifiers	Back Camera Video	Memory	Chip	Rear Camera	Interface	Li-Polymer	WiFi	Sim card type	Earphone Jack	Unit Quantity	Bluetooth:	Our Battery Health % Rule	Whats in the Box	Android Version	Internet Connectivity	Series	RAM Size	Maximum Resolution	Display Type	Processor Model	Battery Run Time	BRAND	Model number	Manufacture Color	Cellular Network Technology	Free Gift	Processor Type	Night Vision camera	BDS	Housing Material	Height	Width	Thickness	Memory for SD Card	Front Camera(Pixel)	Back Camera(Pixel)	Proximity Sensor	Speaker	Feature	Hard Drive Capacity	Storage Extension	Battery Talk Time	SIM Card	Wireless Charge	Touch	PPI	Screen-to-body ratio	GPS	OTG	Net Weight	Body Material	Color::	Extra Features	Original Battery Capacity	Dimension	Manufacturer	No accessories	4G LTE	Cellular Band 4G	CARRIERS :	Size Type	Flash led	Qualcomm Model	Refresh Rate	Industrial Mode accuracy	Night Vision	IR Sensor Resolution	Storage extension	Charging Power	Temperature Range	Field of View	Capacity	Front camera video features	Networks Supported	Navigation	Color:	Storage capacity:	Talking Battery Life	Original box	Item condition	What is not included	Sim card	What is included	#1# suggestions found. Use up and down	VoLTE Supported	Manufacturer Part Number	Unlock Status	Manufacturer Colour	Display	Model:	USB Interface	Location technology	MHL	Battery capacity (mAh, Typical)	4G TDD LTE	5G TDD Sub6	Main Resolution	Sub Display Size	Color depth	CPU Type	S pen Support	SIM Slot Type	USB Version	Bluetooth version	2G GSM	3G UMTS	4G FDD LTE	Main Display Size	Main maximum scan rate	Sub Resolution	CPU speed	SIM	Manufactured Color	Torch	3G WCDMA	4G LTE-FDD	VoLTE	Touch Panel	BT	OS	Wifi	SD card	Exact Model	CPU Core Quantity	4G TDD-LTE	Screen Burn Severity	USB cable	Microphone	Battery capacity	Battery type	USB Charger	Front Camera Pixel	Max. Expansion Supported	FM	Chipset	Camera	AirBuda U	Network Status	Platform	Frequency band	Dual SIM card	Memory size	Compatible Model	FM Radio	Available Colors	Latest features	Marke	Sensor	The Internet	USB Port	Internal Storage	Kit Style	物品状况	Screen Refresh Rate	Carriers not work with	code	Important Information	Sealed	Warranty - Parts	Items Included	Design/Finish	Languages	Manufacture Year	Night vision Camera	Screen protection	Certified	Navigation & Positioning	Sensors 1	Fast Wireless Charging	Rear Camera Pixel	Colors
https://www.ebay.com/itm/254470000211?nordt=true&orig_cvip=true&rt=nc	Excellent - Refurbished	“This Galaxy Note 10 is in Excellent condition. It is 100% functional and in near perfect cosmetic ...Read moreabout the seller notes“This Galaxy Note 10 is in Excellent condition. It is 100% functional and in near perfect cosmetic condition with the possibility of a few light hair marks. It does NOT come in its original packaging but will include a generic UL certified cable.”Read Lessabout the seller notes	Samsung Electronics	Galaxy Note 10	256GB	Factory Unlocked	16.0MP	"6.3"""	Network Unlocked	8GB	Without Contract	Android	N970U	Smartphone	SMN970UZKAXAA	WiFi, Bluetooth, Cellular	Near Field Communication, Touchscreen, 3G Data Capable, 4G Data Capable, Accelerometer, AMOLED Display, Bluetooth Enabled, Fingerprint Sensor, GPS, Music Player, Speakerphone, Wi-Fi Capable				Octa-core																																																																																																																																																																																																																																																																																																																																											
https://www.ebay.com/itm/194306624490?nordt=true&orig_cvip=true&rt=nc	Good - Refurbished	"“""Good"" Condition: May show Moderate signs of wear like a few scratches, scuffs, and minor dents but ...Read moreabout the seller notes“""Good"" Condition: May show Moderate signs of wear like a few scratches, scuffs, and minor dents but it does not impair the functionality, And no screen Burns, Includes Free Approved charger and cable, 100% FULLY FUNCTIONAL, Certified via a 34 Point Factory Inspection, These are Unlocked devices And will support all GSM networks Worldwide (May not support CDMA Networks such as verizon etc), Ships in a Generic box, Photos are Stock Photos”Read Lessabout the seller notes"	Samsung	Samsung Galaxy Note10+	256 GB		16.0MP	6.8 in	Factory Unlocked	12 GB	Without Contract	Android	SM-N975U	Bar	N975U	4G, GPRS, GPS, NFC, Wi-Fi, 2G, 3G	Internet Browser, 3G Data Capable, 4G Data Capable, Bluetooth Enabled, Dual Front Camera, Facial Recognition, Infinity-O Display, Stylus Air Gestures	Aura Black, Aura Glow, Aura White, Aura Blue	Single SIM	MicroSD	Octa Core	LTE 12, 13, 18, 19, 2, 20, 26, 28, 3, 4, 48, 5, 66																																												Smartphone															10 MP	Large Screen	1440 x 3040 pixels, 19:9 ratio (~498 ppi density)	FREE A/C Charger	Li-Ion 4300 mAh, non-removable		196 g (6.91 oz)	Type-C 3.1			4K@30/60fps, 1080p@30/60/240fps, 720p@960fps, HDR1	162.3 x 77.2 x 7.9 mm (6.39 x 3.04 x 0.31 in)	Dynamic AMOLED, HDR10+	Corning Gorilla Glass 6		Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct	5.0, A2DP, LE, aptX	Yes, with stereo speakers		Fast charging 45W	4K@30/60fps																																																																																																																																																																																																																																																											
https://www.ebay.com/itm/144967883306?nordt=true&orig_cvip=true&rt=nc	Open box: An item in excellent, new condition with no wear. The item may be missing the original ...Read moreabout the conditionOpen box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description.See all condition definitionsopens in a new window or tab		CAT	CAT S62	128 GB	Unlocked	48.0 MP	5.7 in	Network Unlocked	4 GB	Without Contract	Android	S62	Bar		4G, Bluetooth, LTE	Rugged	Black	Single SIM	MicroSD	Octa Core	GSM				China																Qualcomm Snapdragon 660																																																																																																																								North America																																																																																																																																																																																														
https://www.ebay.com/itm/194299771051?nordt=true&orig_cvip=true&rt=nc	Good - Refurbished	“Fully tested and restored to factory settings by our in house technicians. - Good – This product is ...Read moreabout the seller notes“Fully tested and restored to factory settings by our in house technicians. - Good – This product is in good cosmetic condition, there will be signs of wear which may include scratches, visible scuffs and/or screen discoloration but nothing that will impair functionality. Battery health will be a minimum of 80%. The item has been fully tested, restored to factory settings and is in excellent working order.”Read Lessabout the seller notes	Apple	Apple iPhone 12	128 GB	Unlocked	12.0 MP	6.1 in	Network Unlocked	4 GB	Without Contract	iOS	A2172 (CDMA + GSM)	Bar	Does not apply	4G, 5G, Bluetooth, GPRS, GPS, NFC, Wi-Fi	4K Video Recording, Accelerometer, Barometer, Facial Recognition, Gyro Sensor, Proximity Sensor, Ultra Wide-Angle Camera		Single SIM	None	Hexa Core	GSM / CDMA / HSPA / EVDO / LTE / 5G				United States																Apple A14 Bionic																																																																																																																																																																																																																																																																																																																						
https://www.ebay.com/itm/184531956434?nordt=true&orig_cvip=true&rt=nc	Very Good - Refurbished	“Refurbished: The Phone is fully Refurbished to meet the original Manufacturer's standards. All ...Read moreabout the seller notes“Refurbished: The Phone is fully Refurbished to meet the original Manufacturer's standards. All phone components passed a strict functionality test and are fully functional.Performance: Works Like New, the battery Health is over 80%. The LCD is free of any defects!Cosmetics: The phone will show minor signs of usage such as light scratches.In the Box: The phone comes in a white box with a Charger and USB cable. Headsets, SIM-Card and Manual are NOT included.Warranty: One-Year Warranty from Allstate-eBay”Read Lessabout the seller notes	Google	Google Pixel 4 XL	128 GB	Unlocked	16.0 MP	6.3 in		6 GB		Android				3G, 4G					Octa Core												White, Black, Orange																																																																																																																																		Pixel4XL-R																																																																																																																																																																																													
https://www.ebay.com/itm/402599933951?nordt=true&orig_cvip=true&rt=nc	Excellent - Refurbished	“This is an A Stock item, meaning unit is in excellent cosmetic condition.”	Apple	Apple iPhone 11	128 GB	Unlocked	12.0 MP	6.1 in	Factory Unlocked	4 GB	Without Contract	iOS	A2111 (CDMA + GSM)		MWLK2LL/A, MWLE2LL/A, MWLF2LL/A, MWLG2LL/A, MWLH2LL/A, MWLJ2LL/A	4G, Bluetooth, GPS	Face ID, Three-axis gyro, 4K Video Recording, Accelerometer, Ambient Light Sensor, Barometer, Proximity Sensor	Black, Green, Yellow, White, Red, Purple	Single SIM	Not Applicable	Hexa Core																																																																																																																																																																																																																																																																																																																																											
https://www.ebay.com/itm/403246244244?nordt=true&orig_cvip=true&rt=nc	Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections.See all condition definitionsopens in a new window or tab		Samsung	Samsung Galaxy A71 5G		Unlocked								Bar	SM-A716U						Octa Core																										128 GB		64.0 MP	Android	Network Unlocked		6 GB																																																																																																																																																																																																																																																																																																											
https://www.ebay.com/itm/384308530199?nordt=true&orig_cvip=true&rt=nc	Excellent - Refurbished	“This is an A Stock item, meaning unit is in excellent cosmetic condition.”	Apple	Apple iPhone 12 Pro	128 GB	Unlocked	12.0 MP	6.1 in	Factory Unlocked	6 GB	Without Contract	iOS	A2341		MGLN3LL/A, MGLP3LL/A, MGLQ3LL/A, MGLR3LL/A	4G, 5G, Bluetooth, GPS	Face ID, Three-axis gyro, 4K Video Recording, Accelerometer, Barometer, LiDAR Scanner, Proximity Sensor		Dual SIM (SIM + eSIM)	Not Applicable	Hexa Core																																																																																																																																																																																																																																																																																																																																											
https://www.ebay.com/itm/294175876495?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab		Verizon	Kyocera DuraForce Pro	32 GB	Unlocked, Verizon	13.0 MP	5 in	Network Unlocked	3 GB	Without Contract	Android			E6810	4G, Bluetooth, GPRS, GPS	Rugged	Black	Single SIM	MicroSDHC	Octa Core																																																																																																																																																																																																																																																																																																																																											
https://www.ebay.com/itm/324764852548?nordt=true&orig_cvip=true&rt=nc	Good - Refurbished	“Galaxy S10+ PLUS Carrier & Color Selection - GOOD CONDITION - Ships SAME DAY, FREE 2DAY. They will ...Read moreabout the seller notes“Galaxy S10+ PLUS Carrier & Color Selection - GOOD CONDITION - Ships SAME DAY, FREE 2DAY. They will show normal signs of previous use including moderate scratches on the housing and the screen.  - They will show normal signs of previous use including moderate scratches on the housing and the screen. They are professionally tested, graded and fully functional! As a CERTIFIED SAMSUNG RESELLER, we are happy to provide you with AUTHENTIC AND RELIABLE SAMSUNG DEVICES. 60 days hassle free, prepaid returns. Don’t miss out, purchase yours today! Please send us a message with any questions, we are here to help!”Read Lessabout the seller notes	Samsung	Samsung Galaxy S10+ Plus	128 GB	Access Wireless, AT&T, Cricket Wireless, Metro, Straight Talk, Telcel, T-Mobile, Unlocked, Verizon, Walmart Family Mobile	12.0 MP	6.2 in	Factory Unlocked	6 GB	Without Contract	Android	SM-G975U1, G975, SM-G975U	Bar	SM-G975UZKAVZW, SM-G975U, SM-G975UZKAVAA	2G, 3G, 4G, 4G+, Bluetooth, DLNA, Dual-Band, GPRS, GPS, USB Type-C	3G Data Capable, 4G Data Capable, 3D Depth Camera, 3D Depth Sensor, 4K Video Recording, 8K Video Recording, Accelerometer, Active Edge, Ambient Light Sensor, AMOLED Display, ANT+, Bluetooth Enabled, Digital Compass, GPS, Nano SIM, Night Mode, Video Calling, Video Camera, Water-Resistant, Wi-Fi Capable	Black, Blue, White	Single SIM	MicroSD	Octa Core	GSM CDMA 4G LTE		Yes		Korea, Republic of					Other: See Item Description																																													"Samsung Device S10+ Plus
2 Amp UL Fast Charger
1 Month Warranty
Brand New White Box
SIM Tray Removal Tool"																																																																																																																																																																																																																																																																																				
https://www.ebay.com/itm/124519586330?nordt=true&orig_cvip=true&rt=nc	Used	“IPhone XR 64GB, factory unlocked, excellent condition. Tested by our tech facility and confirmed to ...Read moreabout the seller notes“IPhone XR 64GB, factory unlocked, excellent condition. Tested by our tech facility and confirmed to be in full functionality. Select your color option. Can be used with all USA carriers, Verizon, T-Mobile, AT&T, Sprint and all others.”Read Lessabout the seller notes	Apple	Apple iPhone XR	64 GB	Factory Unlocked, AT&T, Boost Mobile, Metro, Mint Mobile, SIMPLE Mobile, Sprint, Straight Talk, T-Mobile, Unlocked, Verizon	12MP	"6.1"""	Factory Unlocked	3GB	Without Contract	iOS	A1984	Bar	MRYR2LL/A	2G, 3G, 4G, 4G+, LTE	Accelerometer, Barometer	See color	Single SIM	CompactFlash	Hexa Core												Black																																																																																																																																																																																																																																																																																																																															
https://www.ebay.com/itm/254470000211?nordt=true&orig_cvip=true&rt=nc	Excellent - Refurbished	“This Galaxy Note 10 is in Excellent condition. It is 100% functional and in near perfect cosmetic ...Read moreabout the seller notes“This Galaxy Note 10 is in Excellent condition. It is 100% functional and in near perfect cosmetic condition with the possibility of a few light hair marks. It does NOT come in its original packaging but will include a generic UL certified cable.”Read Lessabout the seller notes	Samsung Electronics	Galaxy Note 10	256GB	Factory Unlocked	16.0MP	"6.3"""	Network Unlocked	8GB	Without Contract	Android	N970U	Smartphone	SMN970UZKAXAA	WiFi, Bluetooth, Cellular	Near Field Communication, Touchscreen, 3G Data Capable, 4G Data Capable, Accelerometer, AMOLED Display, Bluetooth Enabled, Fingerprint Sensor, GPS, Music Player, Speakerphone, Wi-Fi Capable				Octa-core																																																																																																																																																																																																																																																																																																																																											
https://www.ebay.com/itm/194306624490?nordt=true&orig_cvip=true&rt=nc	Good - Refurbished	"“""Good"" Condition: May show Moderate signs of wear like a few scratches, scuffs, and minor dents but ...Read moreabout the seller notes“""Good"" Condition: May show Moderate signs of wear like a few scratches, scuffs, and minor dents but it does not impair the functionality, And no screen Burns, Includes Free Approved charger and cable, 100% FULLY FUNCTIONAL, Certified via a 34 Point Factory Inspection, These are Unlocked devices And will support all GSM networks Worldwide (May not support CDMA Networks such as verizon etc), Ships in a Generic box, Photos are Stock Photos”Read Lessabout the seller notes"	Samsung	Samsung Galaxy Note10+	256 GB		16.0MP	6.8 in	Factory Unlocked	12 GB	Without Contract	Android	SM-N975U	Bar	N975U	4G, GPRS, GPS, NFC, Wi-Fi, 2G, 3G	Internet Browser, 3G Data Capable, 4G Data Capable, Bluetooth Enabled, Dual Front Camera, Facial Recognition, Infinity-O Display, Stylus Air Gestures	Aura Black, Aura Glow, Aura White, Aura Blue	Single SIM	MicroSD	Octa Core	LTE 12, 13, 18, 19, 2, 20, 26, 28, 3, 4, 48, 5, 66																																												Smartphone															10 MP	Large Screen	1440 x 3040 pixels, 19:9 ratio (~498 ppi density)	FREE A/C Charger	Li-Ion 4300 mAh, non-removable		196 g (6.91 oz)	Type-C 3.1			4K@30/60fps, 1080p@30/60/240fps, 720p@960fps, HDR1	162.3 x 77.2 x 7.9 mm (6.39 x 3.04 x 0.31 in)	Dynamic AMOLED, HDR10+	Corning Gorilla Glass 6		Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct	5.0, A2DP, LE, aptX	Yes, with stereo speakers		Fast charging 45W	4K@30/60fps																																																																																																																																																																																																																																																											
https://www.ebay.com/itm/312259316341?nordt=true&orig_cvip=true&rt=nc	Used	"“""Image Burn"" Condition:  This device (Usually used as a store demo) has burn in on its screen, also ...Read moreabout the seller notes“""Image Burn"" Condition:  This device (Usually used as a store demo) has burn in on its screen, also known as screen shadow Mostly Noticeable while in a white background, this does not affect the functionality of the device And does not Affect photos taken, These Devices typically may Or May not Have Heavier Signs of use. Please see Stock Photos that will show What you can expect when buying a ""Image Burn"" Device , Includes Free charger and cable,100% FULLY FUNCTIONAL ,Certified via a 34 Point Factory Inspection, These are Unlocked devices And will support all GSM networks Worldwide (May not support CDMA Networks such as verizon etc), Ships in a Generic box, Photos are Stock Photos”Read Lessabout the seller notes"	Samsung	Samsung Galaxy S7 Active	32GB		12.0MP	5.1 in	Network Unlocked	4 GB	Without Contract	Android	SM-G891A	Bar	G891A	2G, 3G, 4G, Bluetooth	Sim Card Not Included, Internet Browser, 3G Data Capable, 4G Data Capable, Touchscreen, Bluetooth Enabled, Fingerprint Sensor, Global Ready, GPS, Music Player, Speakerphone, Wi-Fi Capable		Single SIM	MicroSD	Quad Core		GSM	No																																																									5 MP		1440 x 2560 pixels, 16:9 ratio								4K@30fps	148.8 x 74.9 x 9.9 mm (5.86 x 2.95 x 0.39 in)		Corning Gorilla Glass 4					Yes	Fast Charging 15W												Up to 110 h		Up to 32 h (3G)																																																		Up to 384 h (3G)	Li-Ion 4000 mAh, non-removable																																																																																																																																																																																											
https://www.ebay.com/itm/144967883306?nordt=true&orig_cvip=true&rt=nc	Open box: An item in excellent, new condition with no wear. The item may be missing the original ...Read moreabout the conditionOpen box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description.See all condition definitionsopens in a new window or tab		CAT	CAT S62	128 GB	Unlocked	48.0 MP	5.7 in	Network Unlocked	4 GB	Without Contract	Android	S62	Bar		4G, Bluetooth, LTE	Rugged	Black	Single SIM	MicroSD	Octa Core	GSM				China																Qualcomm Snapdragon 660																																																																																																																								North America																																																																																																																																																																																														
https://www.ebay.com/itm/194299771051?nordt=true&orig_cvip=true&rt=nc	Good - Refurbished	“Fully tested and restored to factory settings by our in house technicians. - Good – This product is ...Read moreabout the seller notes“Fully tested and restored to factory settings by our in house technicians. - Good – This product is in good cosmetic condition, there will be signs of wear which may include scratches, visible scuffs and/or screen discoloration but nothing that will impair functionality. Battery health will be a minimum of 80%. The item has been fully tested, restored to factory settings and is in excellent working order.”Read Lessabout the seller notes	Apple	Apple iPhone 12	128 GB	Unlocked	12.0 MP	6.1 in	Network Unlocked	4 GB	Without Contract	iOS	A2172 (CDMA + GSM)	Bar	Does not apply	4G, 5G, Bluetooth, GPRS, GPS, NFC, Wi-Fi	4K Video Recording, Accelerometer, Barometer, Facial Recognition, Gyro Sensor, Proximity Sensor, Ultra Wide-Angle Camera		Single SIM	None	Hexa Core	GSM / CDMA / HSPA / EVDO / LTE / 5G				United States																Apple A14 Bionic																																																																																																																																																																																																																																																																																																																						
https://www.ebay.com/itm/284171810620?nordt=true&orig_cvip=true&rt=nc	Open box	“SEALED BOX / NEW OTHER CONDITION / NEW ORIGINAL ACCESS”	Samsung	Samsung Galaxy S10e	128 GB	Verizon	12.0 MP	5.8 in	Network Unlocked	6 GB		Android	SM-G970U	Bar	SM-G970UZKAVZW	USB Type-C, Bluetooth, 4G, Wi-Fi, NFC, GPS	Bluetooth Enabled, Front Camera, 4G Data Capable, Gyro Sensor, 3g Data Capable, Pressure Sensor, Wireless Charging, Geomagnetic sensor, 4K Video Recording, Facial Recognition, HDR10+, Accelerometer, Barometer, Fingerprint Sensor		Single SIM	MicroSD	Octa Core			No						0887276295039			Black																																																																																																																																																																																																																																																																																																																															
https://www.ebay.com/itm/184531956434?nordt=true&orig_cvip=true&rt=nc	Very Good - Refurbished	“Refurbished: The Phone is fully Refurbished to meet the original Manufacturer's standards. All ...Read moreabout the seller notes“Refurbished: The Phone is fully Refurbished to meet the original Manufacturer's standards. All phone components passed a strict functionality test and are fully functional.Performance: Works Like New, the battery Health is over 80%. The LCD is free of any defects!Cosmetics: The phone will show minor signs of usage such as light scratches.In the Box: The phone comes in a white box with a Charger and USB cable. Headsets, SIM-Card and Manual are NOT included.Warranty: One-Year Warranty from Allstate-eBay”Read Lessabout the seller notes	Google	Google Pixel 4 XL	128 GB	Unlocked	16.0 MP	6.3 in		6 GB		Android				3G, 4G					Octa Core												White, Black, Orange																																																																																																																																		Pixel4XL-R																																																																																																																																																																																													
https://www.ebay.com/itm/185397719298?nordt=true&orig_cvip=true&rt=nc	Good - Refurbished: The item shows moderate wear and is backed by a one year warranty. It is fully ...Read moreabout the conditionGood - Refurbished: The item shows moderate wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished, inspected and cleaned to good condition by qualified sellers. The item includes original or new accessories and will come in a new generic packaging. See the seller's listing for full details.See all condition definitionsopens in a new window or tab		CAT	s62	128 GB	T-Mobile																											Black																																																																																																																																																																																																																																																																																																																															
https://www.ebay.com/itm/185532570273?nordt=true&orig_cvip=true&rt=nc	Excellent - Refurbished	“Excellent Condition, Works with all wireless networks, Grade A, Comes with Charger and USB Cable.”	Google	Google Pixel 3	64 GB, 128 GB	Unlocked	12.2 MP	5.5 in	Factory Unlocked	4 GB	Without Contract	Android	G011A			3G, 4G			Single SIM	No	Octa Core												Black, White, Pink																																																																																																																																																																																																																																																																																																																															
https://www.ebay.com/itm/225460643275?nordt=true&orig_cvip=true&rt=nc	Open box	“10/10 Condition. NO BOX”	Samsung	Samsung Galaxy S III	16 GB	AT&T, Boost Mobile, Cricket Wireless, Straight Talk, T-Mobile, TracFone, Unlocked, Verizon, Factory Unlocked	8.0MP	4.8 in	Factory Unlocked	1 GB	Without Contract	Android	i9300	Bar	Does Not Apply	3G, Bluetooth, GPS, Micro USB, NFC, Quad-Band, Wi-Fi	Camera, Color Screen, FM Radio, Front Camera, GPS		Single SIM	MicroSD	Quad Core										1 Month											Exynos 4412 Quad (32 nm)																																																																																																																																																																																																																																																																																																																						
https://www.ebay.com/itm/255374972423?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab		XGODY		16GB(Support up to 16 32 64 128 256GB ,TF card not included)	Unlocked	8.0MP	6.3 in	Factory Unlocked	2GB	Without Contract	Android	(LTE + WCDMA + GSM)	Bar	A010083407ZC	4G	Air Gesture, Dual SIM, Internet Browser, 3G Data Capable, 4G Data Capable, Accelerometer, Bluetooth Enabled, Front Camera, GPS, Music Player, Rear Camera, Sim Free, Speakerphone, Wi-Fi Capable, Dual Rear Cameras	Purple	Dual SIM (SIM + SIM)	MicroSD	Quad Core	4G:(B2/B4/B5/B7/B8/B12/B17/B20/B38/B40/B41) 3G:(850/1700/1900)		No						Does not apply	1 year																																					4000mAh		USA																																																																																				Tempered Film, HD Film, Phone Case												AT&T , T-mobile																																																																																																																																																																																										
https://www.ebay.com/itm/114930431481?nordt=true&orig_cvip=true&rt=nc	Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections.See all condition definitionsopens in a new window or tab		Alcatel	Alcatel VOLTA	16 GB	Unlocked, AT&T	5.0 MP, 13.0 MP	6 in	Factory Unlocked	2 GB	Prepaid	Android			5002R	Bluetooth, 4G, 3G, Wi-Fi, 2G, LTE	Bluetooth Enabled, Front Camera, Wi-Fi Capable, Internet Connectivity, Touch Screen, Speakerphone, Color Screen, Video Calling, Nano SIM, Email, Web, Email Access, Facial Recognition, HDR10+, Video Camera, HDR Display, Dual Rear Cameras, EDGE		Single SIM	MicroSD	Quad Core	HSDPA 1900, LTE 12 (700), LTE 14 (700), GSM 1900, GSM 1800, HSDPA 850, GSM 900, LTE 5 (850), LTE 2 (1900), HSDPA 1700 (AWS), LTE 66 (1700/2100), LTE 4 (1700/2100), GSM 850, LTE 30 (2300)								195925174315			Gray																																																																																																																																																																																																																																																																																																																															
https://www.ebay.com/itm/174911584500?nordt=true&orig_cvip=true&rt=nc	Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections.See all condition definitionsopens in a new window or tab		Samsung	Samsung Galaxy A50		Unlocked								Bar	SM-A505U						Octa Core																										64 GB	6.4 in	25.0 MP	Android	Network Unlocked		3 GB																																																																																																																																																																																																																																																																																																											
https://www.ebay.com/itm/224532681180?nordt=true&orig_cvip=true&rt=nc	Open box	“Unlocked and compatible with any GSM Carrier, and Compatible with US 5G! These are A grade units in ...Read moreabout the seller notes“Unlocked and compatible with any GSM Carrier, and Compatible with US 5G! These are A grade units in excellent cosmetic condition and rated a 9.5 out of 10 cosmetically.”Read Lessabout the seller notes	Samsung	Samsung Galaxy A51 5G	128 GB	Unlocked	12.0 MP, 5.0 MP, 48.0 MP	6.5 in		6 GB		Android	SM-A516U	Bar	SM-A516UZKAXAA	USB Type-C, 5G, Bluetooth, Wi-Fi, NFC, GPS	AMOLED Display, Quad Rear Camera, Ultra Wide-Angle Camera, Fingerprint Sensor, Infinity-O Display, Fast Charging, 3D Depth Camera		Single SIM	microSDXC	Octa Core									0601557985651			Black																																																																																																																																																																																																																																																																																																																															
