Link	Condition	Seller Notes	Brand	Model	Storage Capacity	Network	Camera Resolution	Screen Size	Lock Status	RAM	Contract	Operating System	Model Number	Style	MPN	Connectivity	Features	Manufacturer Color	SIM Card Slot	Memory Card Type	Processor	Cellular Band	Network Technology	Custom Bundle	Note	Country/Region of Manufacture	Notice	Attention	CPU	UPC	Manufacturer Warranty	Packing List	Color	Warehouse Location	Capacity of battery	SKU	Family Line	Carrier	Storage Extend	Bundle Listing	Bundled Items	Chipset Model	Compatibility	Applicable Regions	Notice 3	Package	Storage capacity	Screen size	Camera resolution	Operating system	Lock status	Sim card slot	Ram	Memory card type	EAN	Not Compatible	Compatible Operating System	WIFI	Positioning	Battery	ROM	Fast Charging	GPU	NFC	Aspect Ratio	Type	Resolution	Capacity of Battery	Free Accessories	Local Warehouse	Unit Type	Release Date	Battery Health/Capacity	Compatible With	Number of Charging Ports	Bundle Description	Includes The Following Cables	Output Amperage	Non-Domestic Product	Compatible Brand	Front Camera	Screen Type	Screen Resolution	Charger	Battery Capacity	Batteries	Item Weight	USB	Camera Features	Sensors	Video	Dimensions	Display Technology	Protection	Front Camera Feature	WLAN	Bluetooth	Loudspeaker	3.5mm jack	Charging	Front Video	Battery Capacity(mAh)	Biometrics Technology	Display Resolution	Rear Camera Quantity	Display Proportions	3.5mm Headphone Port	Touch Screen Type	Modified Item	Country/Region of Origin	Warranty	Music Play	Back Video	Talk Time	Audio Quality	Video recording(Back camera)	Seller Warranty	Sim Card Size	Front camera	Storage Type	RAM Type	Thermometer	Battery Capacity Range	CPU Model	Bluetooth Version	Charging Interface Type	MTK Model	RAM and Storage	Year	ISBN	Colour	Display Size	SIM Card Quantity	Comes in a kit box with	Free Bundled Items	SIM Card Type	Screen Material	Touch ID	Quick Charge	Display  Size	Size	Charger interface	External Storage	Weight (including battery)	Rear camera	Front Camera Video	Network Standard	4G/LTE	Cosmetic Condition	Functionality Condition	Data Sanitation Status	Audio quality	Support Network Carriers	For Free	LG UNLOCKED DEVICES	Included Accessories	Cosmetic condition	Charger and cable	Water, Dust,and Shock	Packaging	Not Compatible With	Phone Variant	N1-SKU	Stand-by	Battery Type	Carrier Supporting	SIM-Karten-Slot	Besonderheiten	Earphone Port	Card Extend	OK Google on Locked Screen	Certification	Cellular and wireless	Material	Betriebssystem	Sperrstatus	Battery Standby Time	Music play	Weight	Gigabyte Size	Model Identifiers	Back Camera Video	Memory	Chip	Rear Camera	Interface	Li-Polymer	WiFi	Sim card type	Earphone Jack	Unit Quantity	Bluetooth:	Our Battery Health % Rule	Whats in the Box	Android Version	Internet Connectivity	Series	RAM Size	Maximum Resolution	Display Type	Processor Model	Battery Run Time	BRAND	Model number	Manufacture Color	Cellular Network Technology	Free Gift	Processor Type	Night Vision camera	BDS	Housing Material	Height	Width	Thickness	Memory for SD Card	Front Camera(Pixel)	Back Camera(Pixel)	Proximity Sensor	Speaker	Feature	Hard Drive Capacity	Storage Extension	Battery Talk Time	SIM Card	Wireless Charge	Touch	PPI	Screen-to-body ratio	GPS	OTG	Net Weight	Body Material	Color::	Extra Features	Original Battery Capacity	Dimension	Manufacturer	No accessories	4G LTE	Cellular Band 4G	CARRIERS :	Size Type	Flash led	Qualcomm Model	Refresh Rate	Industrial Mode accuracy	Night Vision	IR Sensor Resolution	Storage extension	Charging Power	Temperature Range	Field of View	Capacity	Front camera video features	Networks Supported	Navigation	Color:	Storage capacity:	Talking Battery Life	Original box	Item condition	What is not included	Sim card	What is included	#1# suggestions found. Use up and down	VoLTE Supported	Manufacturer Part Number	Unlock Status	Manufacturer Colour	Display	Model:	USB Interface	Location technology	MHL	Battery capacity (mAh, Typical)	4G TDD LTE	5G TDD Sub6	Main Resolution	Sub Display Size	Color depth	CPU Type	S pen Support	SIM Slot Type	USB Version	Bluetooth version	2G GSM	3G UMTS	4G FDD LTE	Main Display Size	Main maximum scan rate	Sub Resolution	CPU speed	SIM	Manufactured Color	Torch	3G WCDMA	4G LTE-FDD	VoLTE	Touch Panel	BT	OS	Wifi	SD card	Exact Model	CPU Core Quantity	4G TDD-LTE	Screen Burn Severity	USB cable	Microphone	Battery capacity	Battery type	USB Charger	Front Camera Pixel	Max. Expansion Supported	FM	Chipset	Camera	AirBuda U	Network Status	Platform	Frequency band	Dual SIM card	Memory size	Compatible Model	FM Radio	Available Colors	Latest features	Marke	Sensor	The Internet	USB Port	Internal Storage	Kit Style	物品状况	Screen Refresh Rate	Carriers not work with	code	Important Information	Sealed	Warranty - Parts	Items Included	Design/Finish	Languages	Manufacture Year	Night vision Camera	Screen protection	Certified	Navigation & Positioning	Sensors 1	Fast Wireless Charging	Rear Camera Pixel	Colors
https://www.ebay.com/itm/254195797584?nordt=true&orig_cvip=true&rt=nc	Very Good - Refurbished	“This Apple iPhone X 256GB Factory Unlocked Smartphone has been determined fully functional by our ...Read moreabout the seller notes“This Apple iPhone X 256GB Factory Unlocked Smartphone has been determined fully functional by our industry leading functionality inspection. It will show signs of wear like scratches, scuffs, and minor nicks on the screen or body. It will NOT come in its original packaging but will include an MFI certified lightning cable and UL approved power adapter. Headsets, SIM card and manual are NOT included. This Apple iPhone X 256GB Factory Unlocked Smartphone is fully functional with all carrier networks. It does not come with a SIM card, you will need to get one from your carrier of choice.”Read Lessabout the seller notes	Apple	iPhone X	256GB	Factory Unlocked	12MP	"5.8"""	Network Unlocked	3GB	Without Contract	iOS	A1901	Smartphone	MQAM2LL/A																																																																																																																																																																																																																																																																																																																																																	
https://www.ebay.com/itm/265494615353?nordt=true&orig_cvip=true&rt=nc	Open box	“Open Box condition. Showing light to no signs of previous use. 9/10 Open Box Condition includes all ...Read moreabout the seller notes“Open Box condition. Showing light to no signs of previous use. 9/10 Open Box Condition includes all the new, retail accessories and box as shown in the photos. This includes: S10 Plus retail Box, new Type-C Cable, new Fast Charge Wall Block, and AKG wired Headphones. Unlocked for all major US GSM and CDMA carriers. Compatibility may vary with some international carriers.”Read Lessabout the seller notes	Samsung	Samsung Galaxy S10+		AT&T, Sprint, T-Mobile, Unlocked, Verizon	16.0MP	6.4 in	Factory Unlocked	8 GB	Without Contract	Android	SM-G975UZBAATT	Bar	Does Not Apply	GSM, 2G, 3G, 4G, Bluetooth, GPS, LTE	Touchscreen, Internet Browser, 4G Data Capable, 3G Data Capable, Accelerometer, Active Edge, AMOLED Display, Bluetooth Enabled, Fingerprint Sensor, Global Ready, GPS, Music Player, Speakerphone, Voice-Activated Dialing, Wi-Fi Capable		Single SIM	MicroSD	Qualcomm Snapdragon 855	GSM/CDMA UNLOCKED	LTE	No																																																																																																																																																																																																																																																																																																																																								
https://www.ebay.com/itm/274642694057?nordt=true&orig_cvip=true&rt=nc	Open box	“Compatible with GSM carriers including international. NOT compatible with AT&T, Cricket, Verizon, ...Read moreabout the seller notes“Compatible with GSM carriers including international. NOT compatible with AT&T, Cricket, Verizon, Boost, Sprint and CDMA. Use sample IMEI in description to check with your carrier. Repackaged with Aftermarket Charger.”Read Lessabout the seller notes	LG	LG K61	128 GB	Unlocked	48.0 MP	6.5 in	Factory Unlocked	4 GB	Without Contract	Android			LM-Q630UM	4G, LTE			Single SIM	MicroSD	Octa Core												White																																																																																																																																																																																																																																																																																																																															
https://www.ebay.com/itm/313799376030?nordt=true&orig_cvip=true&rt=nc	Used	“The product‘s system has been reset by the technician, and the product box has been opened”	AGM	AGM H3	64 GB	Unlocked	12.0 MP	5.7 in	Factory Unlocked	4 GB	Without Contract	Android	AH3US64BL01			4G, Bluetooth, GPS, NFC	Bluetooth Enabled		Dual SIM (SIM + SIM/Memory Card)	MicroSD	Octa Core									6934663602544	1 Year		Black									MT6762																		5400mAh				Yes																																	Bluetooth 5.0																																																																											IP68/IP69k/MIL-STD-810H,CE/FCC/Reach/ROHS							280g																														13M with IR flash light*2pcs	BDS	Double injection	168 mm	78 mm	12.3 mm		8M FF	12M AF + 2M Macro Camera with flash light	Support	Waterproof speaker (Front placed)																																																																																																																																					
https://www.ebay.com/itm/334468951055?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab		LG	LG V20 VS995	64 GB	Unlocked	16 MP	5.7 in	Factory Unlocked	4 GB	Without Contract	Android	VS995	Bar		2G, 3G, 4G, Bluetooth, GPS, LTE, NFC, Quad-Band, USB Type-C, Wi-Fi			Single SIM	microSDXC	Quad Core			No		United States					1 Year											Qualcomm Snapdragon 820																																																																																																																																																																																																																																																																																																																						
https://www.ebay.com/itm/363595021848?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab		DOOGEE	S61 PRO	128 GB	GSM 2G, WCDMA 3G, FDD 4G, Unlocked	48.0 MP	6 in	Factory Unlocked	6 GB	Without Contract	Android 12	DOOGEE S61PRO Cell Phones	Outdoor Android 12 Unlocked Smartphone	DOOGEE S61PRO Rugged Smartphone	FM, 2G, 3G, 4G, Bluetooth, GPRS, GPS, NFC, Wi-Fi	"Helio G35 / Octa Core / 2.3GHz / 12nm, 6.0"" IPS HD+ Display, AI Double camera (48MP+20MP), SONY® IMX350 20MP Night vision camera, 5180mAh Large battery, 16MP Front Camera, 6GB RAM+128GB ROM / EMCP, IP68 / IP69K / MIL-STD-810H, Fingerprint integrated power Key, NFC Supports Google Pay"		Dual SIM (SIM + SIM + Memory Card)	MicroSD	Octa Core	FDD: B1/2/3/4/5/7/8/12/13/17/18/19/20/25/26/28A/28		Yes		China					1 Year		Black									Helio G35 Octa Core 2.3GHz 12nm																		5180mAh Large battery	64 GB															"1 x Cellphone
1 x Type-C USB Cable
1 x Charger (5V/2A)
1 x Protective film(pre-applied)
1 x Anti-explosion film
1 x SIM Card Pin
1 x Wrist rope
1 x Packing Box
1 x Manual
1 x Warranty Card"					16MP Front Camera																																																														T-Flash Card up to 512GB																																										AI Double camera (48MP+20MP)																																																																																																																																																																							
https://www.ebay.com/itm/363714493617?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab		Samsung	Galaxy S5 SM-G900A 16GB	16 GB										Does not apply																																																																																																																																																																																																																																																																																																																																																	
https://www.ebay.com/itm/364060824570?nordt=true&orig_cvip=true&rt=nc	Open box	“The item in this listing is an Open Box (packaging maybe slightly distressed) The unit powers on ...Read moreabout the seller notes“The item in this listing is an Open Box (packaging maybe slightly distressed) The unit powers on with factory settings restored and includes the original accessories. Please refer to the description for a list of accessories or items that are included.”Read Lessabout the seller notes	Apple	Apple iPhone 13 mini	128 GB	Unlocked	12.0 MP	5.4 in				iOS		Bar	MLHP3LL/A	5G, Bluetooth, Wi-Fi, Lightning, NFC	Proximity Sensor, E-compass, Gyro Sensor, Accelerometer, Ambient Light Sensor, Barometer, Ultra Wide-Angle Camera, eSIM				Hexa Core									N/A			Pink									Apple A15 Bionic													0194252687253																																																																																																																																																																																																																																																																																																									
https://www.ebay.com/itm/402313153292?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab		LG	VS890 Enact	8 GB				Network Locked	1 GB	Without Contract	Android	VS890			4G, Bluetooth, GPS	Bluetooth Enabled, Camera, QWERTY Keyboard		Single SIM	MicroSD	Dual Core												Black																																																																																																																																																																																																																																																																																																																															
https://www.ebay.com/itm/115153496232?nordt=true&orig_cvip=true&rt=nc	Used	“The cosmetic condition is overall Excellent, it may show minimal signs of wear and tear. | The ...Read moreabout the seller notes“The cosmetic condition is overall Excellent, it may show minimal signs of wear and tear. | The device has been tested and is FULLY FUNCTIONAL”Read Lessabout the seller notes	LG	LG G8 ThinQ	128 GB	Unlocked	12.0 MP	6.1 in	Factory Unlocked	6 GB	Without Contract	Android	LMG820QM, LMG820QM8	Bar	LMG820QM7.AUSAPL, LMG820QM7AUSAPL	Bluetooth, 4G, Wi-Fi, USB, GPS	Water-Resistant, Heat Pipe, Facial Recognition, Hand Idaho, Fingerprint Sensor		Single SIM	MicroSD	Octa Core									0652810832717			Gray																																																																																																																																																																																																																																																																																																																															
https://www.ebay.com/itm/133603832020?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab		Samsung	Samsung Galaxy S20 FE 5G	128 GB	Verizon	12.0 MP, 8.0 MP	6.5 in		6 GB		Android	SM-G781U	Bar	SM-G781VZBAVZW	USB Type-C, 5G, Bluetooth, Wi-Fi, NFC	Proximity Sensor, AMOLED Display, Gyro Sensor, Fast Wireless Charging, Infinity-O Display, Telephoto Lens, Geomagnetic sensor, Ultrasonic Fingerprint Sensor, Water-Resistant, Nano SIM, 4K Video Recording, Facial Recognition, Hall Effect Sensor, Wide-Angle Camera, Accelerometer, Ambient Light Sensor, Barometer, Ultra Wide-Angle Camera, Fast Charging, Triple Rear Camera		Single SIM	MicroSD	Octa Core									887276455464			Blue																						0887276455464																																																																																																																																																																																																																																																																																																									
https://www.ebay.com/itm/144595407469?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab		Palm	Palm PVG100	32 GB	Unlocked	12.0 MP	3.3 in	Factory Unlocked	3 GB	Without Contract	Android	PVG100	Bar		2G, 3G, 4G, Bluetooth, GPS, LTE, Quad-Band, USB Type-C, Wi-Fi			Single SIM		Octa Core			No						Does not apply	1 Year		Titanium									Qualcomm MSM8940 Snapdragon 435 (28 nm)																																																																																																																																																																																																																																																																																																																						
https://www.ebay.com/itm/152130610527?nordt=true&orig_cvip=true&rt=nc	Open box	““100% fully functional guaranteed!! Customer/Carrier return in overstock condition. Works on Only ...Read moreabout the seller notes““100% fully functional guaranteed!! Customer/Carrier return in overstock condition. Works on Only T-Mobile network Like  T-Mobile, MetroPCS,”Read Lessabout the seller notes	T-Mobile	T-Mobile REVVL V+ 5G	64 GB		5.0 MP, 16.0 MP, 2.0 MP	6.82 in		4 GB		Android		Bar		USB Type-C, 5G, Bluetooth, Wi-Fi, NFC	High Capacity Battery (5000 mAh or More), Fingerprint Sensor, Fast Charging		Single SIM	microSDXC	Octa Core		LTE							0610214669254			Black									MediaTek Dimensity 700																																																																																																																																																																																																																																																																																																																						
https://www.ebay.com/itm/165247235112?nordt=true&orig_cvip=true&rt=nc	Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections.See all condition definitionsopens in a new window or tab		Google	Google Pixel 3a XL		Unlocked	12.0MP		Network Unlocked		unlocked	Android	G020C	Bar		4G	Internet Browser, Near Field Communication, Touchscreen, 3G Data Capable, 4G Data Capable, Bluetooth Enabled, Global Ready, GPS, Music Player, Speakerphone, TTY Compatible, Voice-Activated Dialing, Wi-Fi Capable																																																																																																																																																																																																																																																																																																																																															
https://www.ebay.com/itm/165326458893?nordt=true&orig_cvip=true&rt=nc	Excellent - Refurbished	“This device has been certified by our industry-leading mobile diagnostic software to be 100% fully ...Read moreabout the seller notes“This device has been certified by our industry-leading mobile diagnostic software to be 100% fully functional. It is in EXCELLENT cosmetic condition showing no signs of use. A generic wall charger is included. Original packaging is NOT included, comes in a white box.”Read Lessabout the seller notes	Apple	Apple iPhone 8	256 GB	Unlocked	12.0 MP	4.7 in	Network Unlocked	2 GB	Without Contract	iOS	A1387 (CDMA + GSM), A1429 (CDMA + GSM), A1453 (CDMA + GSM), A1456 (CDMA + GSM), A1522 (CDMA + GSM), A1524 (CDMA + GSM), A1532 (CDMA + GSM), A1533 (CDMA + GSM), A1549 (CDMA + GSM), A1586 (CDMA + GSM)	Bar	iPhone 8	4G, Bluetooth, Lightning, Wi-Fi	Accelerometer, Bluetooth Enabled, Camera, Color Screen, Email, Web, Front Camera, GPS, Internet Connectivity, MMS (Multimedia Messaging), Nano SIM, Rear Camera, Slow Motion Video Recording, Speakerphone, Speech Recognition, Streaming Video, Touch Screen, Video Calling, Video Camera, Wi-Fi Capable		Single SIM	CompactFlash	Hexa Core	LTE 1 (2100)				United States																Apple A11 Bionic																																																																																																																																																																																																																																																																																																																						
https://www.ebay.com/itm/174468695243?nordt=true&orig_cvip=true&rt=nc	Used	“The device will show a Pink SHADE ON THE SCREEN. These devices have been processed by a ...Read moreabout the seller notes“The device will show a Pink SHADE ON THE SCREEN. These devices have been processed by a manufacturer approved Facility, Fully Functionally tested. Guaranteed to be 100% Fully functional tested phone! Devices may contain signs of use such as scratches, nicks, dents.”Read Lessabout the seller notes	Samsung	Samsung Galaxy S7 edge		Verizon									SM-G930V																																32 GB				Network Unlocked																																																																																																																																																																																																																																																																																																													
https://www.ebay.com/itm/175311952987?nordt=true&orig_cvip=true&rt=nc	Used	“Grade B: 7.5/10 - 8.5/10 - Shows signs of regular wear and tear (scratches and/or blemishes). Phone ...Read moreabout the seller notes“Grade B: 7.5/10 - 8.5/10 - Shows signs of regular wear and tear (scratches and/or blemishes). Phone has passed our 29 Point inspection and is Fully functional. Battery health is above 80%.”Read Lessabout the seller notes	Google	Google Pixel 5	128 GB		16.0 MP	6 in	Network Locked/Factory Unlocked	8 GB	Without Contract	Android	GD1YQ		GA01986-US, GA01955-US	4G, 5G, Bluetooth, Dual-Band, GPS	Accelerometer, Ambient Light Sensor		Single SIM	None	Octa Core																					Qualcomm Snapdragon 765G																																																																																																																																																																																																																																																																																																																						
https://www.ebay.com/itm/193444619141?nordt=true&orig_cvip=true&rt=nc	Used	“Overall good condition ,Phone will have a shaded screen -Charger included”	Samsung	Samsung Galaxy S9	64 GB	AT&T, Cricket Wireless, T-Mobile, Unlocked	12+ megapixel	5.8 in	Factory Unlocked	4 GB	Without Contract	Android	SM-G960U	Smartphone	SM-G960UZPAXAA, SM-G960UZKAXAA, SM-G960UZBAXAA, SM-G960UZKAATT, SM-G960UZPAATT, SM-G960UZBAATT, SM-G960UZKAVZW, SM-G960UZPAVZW, SM-G960UZBAVZW, SM-G960UZKATMB, SM-G960UZPATMB, SM-G960UZBATMB, SM-G960UZBASPR, SM-G960UZPASPR, SM-G960UZKASPR, SM-G960UZKABST	2G, 3G, 4G, 4G+, 5G, Bluetooth, DLNA, Dual-Band, GPRS, GPS	3G Data Capable, 4G Data Capable, 3D Depth Camera, 3D Depth Sensor, 4K Video Recording, Accelerometer, Ambient Light Sensor, AMOLED Display, ANT+	Multi- Colors	Single SIM	MicroSD	2.8 GHz Qualcomm Snapdragon 845	GSM + CDMA		No																																																																																																																																																																																																																																																																																																																																								
https://www.ebay.com/itm/204201055180?nordt=true&orig_cvip=true&rt=nc	Used	“Stock Photos, you will receive a device that is in Used Good Cosmetic Condition, shows various ...Read moreabout the seller notes“Stock Photos, you will receive a device that is in Used Good Cosmetic Condition, shows various signs of use, scratches/scuffs, overall good used condition. Each device is 100% fully functional.  You will receive a Samsung Galaxy A51 A515U, Non-OEM Charger and Type-C cable, nothing else is included.  SIM CARD NOT INCLUDED. This is a Verizon model, will work on Verizon and also GSM unlocked. Will work for most GSM carriers such as AT&T, T-Mobile, please check with your carrier to confirm compatibility. Will not work on CDMA carriers such as Sprint.”Read Lessabout the seller notes	Samsung	Samsung Galaxy A51	128 GB	AirVoice Wireless, AT&T, Cricket Wireless, Metro, Mint Mobile, NET10 Wireless, Spectrum, T-Mobile, Unlocked, Verizon, Total Wireless, Straight Talk, Consumer Cellular, Rogers, H2O, Xfinity, Walmart Family Mobile, Ting	48.0 MP	6.5 in	Network Unlocked	4 GB	Without Contract		A515U	Bar	SM-A515U	3G, 4G, GPS, LTE, NFC, USB Type-C, Wi-Fi	AMOLED Display, Bluetooth Enabled, Camera, Color Screen, Dust-Resistant, Email, Web, Email Access, Fast Charging, Front Camera, GPS, Internet Connectivity, Nano SIM, NFC Connectivity, Proximity Sensor, Speakerphone, Vibration, Wi-Fi Capable, Wireless Charging	Red, Yellow, White, Coral, Black, Blue		microSDXC	Octa Core												Black									Samsung Exynos 9611															Android																																																																																																																																																																																																																																																																																																							
https://www.ebay.com/itm/225318054956?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab		Samsung	Samsung Galaxy J7 Duos	16 GB	Unlocked	13.0 MP	5.5 in	Factory Unlocked	1.5 GB	Without Contract	Android	SM-J700F	Bar		2G, 3G, 4G, Bluetooth, GPS, LTE, Micro USB, NFC, Quad-Band, Wi-Fi			Dual SIM (SIM + SIM + Memory Card)	microSDXC	Octa Core										1 year											Qualcomm MSM8939 Snapdragon 615 (28 nm)																																																																																																																																																																																																																																																																																																																						
https://www.ebay.com/itm/233411529917?nordt=true&orig_cvip=true&rt=nc	Used	“All iPhones are thoroughly tested and are in complete working order. iPhones are in Good (7 out of ...Read moreabout the seller notes“All iPhones are thoroughly tested and are in complete working order. iPhones are in Good (7 out of 10) cosmetic condition. Device will show scratches, scuffs, and minor dents from previous use. Item will not be in the original packaging and includes generic accessories and a 60 day seller warranty. All phones are factory unlocked and compatible with GSM & CDMA networks such as AT&T, T-Mobile, Verizon, Boost, etc.”Read Lessabout the seller notes	Apple	Apple iPhone XS	256 GB	Unlocked	12.0 MP	5.8 in	Factory Unlocked	4 GB	Without Contract	iOS	A1920 (CDMA + GSM)	Bar	MT972LL/A	Bluetooth, 4G, Wi-Fi, Lightning, NFC	Assistivetouch, Proximity Sensor, Wireless Charging, Neural Engine, Truedepth Camera, Facial Recognition, Accelerometer, Smart Hdr, Ambient Light Sensor, Barometer, Super Retina Display, Dual Rear Cameras, Fast Charge, Three‑Axis Gyro	Space Gray		Built-In Memory	Hexa Core	GSM; CDMA; HSPA; EVDO; LTE		Yes						190198790514			Gray																																											Charging Cable and Wall Adapter																																																																																																																																																																																																																																																																																				
https://www.ebay.com/itm/255734637824?nordt=true&orig_cvip=true&rt=nc	Excellent - Refurbished	“This SM-A71 is in Excellent condition. It is 100% functional and in near perfect cosmetic condition ...Read moreabout the seller notes“This SM-A71 is in Excellent condition. It is 100% functional and in near perfect cosmetic condition with the possibility of a few light hair marks. It does NOT come in its original packaging but will include a generic UL certified cable.”Read Lessabout the seller notes	Samsung	Samsung Galaxy A71 5G UW	128 GB	Verizon	12.0 MP, 5.0 MP, 64.0 MP	6.7 in	Unlocked	8 GB	Without Contract	Android	SM-A716V	Bar	SM-A716VTKMVZW	USB Type-C, 5G, Bluetooth, Wi-Fi, NFC	Proximity Sensor, AMOLED Display, Hall Effect Sensor, Gyro Sensor, Quad Rear Camera, Accelerometer, Ultra Wide-Angle Camera, Fingerprint Sensor, Infinity-O Display, Fast Charging, Geomagnetic sensor		Single SIM	microSDXC	Octa Core									649661416050			Black																						0887276428789																																																																																																																																																																																																																																																																																																									
https://www.ebay.com/itm/313609882282?nordt=true&orig_cvip=true&rt=nc	New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.See all condition definitionsopens in a new window or tab		AGM	AGM M7	8 GB		0.3M Front Camera+2M Back Camera	2.4 in	Unlocked	1 GB	Without Contract	Android	M7210500006	Bar	AM7USBL01	4G, LTE	shockproof, Bluetooth Enabled, Camera, Color Screen, Fingerprint Sensor, FM Radio, Front Camera, Nano SIM, Rear Camera, Rugged, Sim Free, Speakerphone, Touch Screen, Video Calling, Water-Resistant, Wi-Fi Capable, Wireless Charging		Dual SIM (SIM + SIM + Memory Card)	SD Memory Card										756839616645	1 Year		Black									MT6739V/WA																																														USB2.0												5V/1A Type-C																																									141.9 x 61.6 x 19.8 mm																																						188g																																								waterproof 3.5W speaker	ESCP																																	2500mAh 3.8V removeable																																	B2/3/5/8									Support LED torch on top	B1/2/4/5/8	FDD B2/4/5/7/28AB	Limited Support(Depend on local network)	Yes	Bluetooth 4.2	Simplified Android ™  8.1 based	802.11 b/g/n 2.4G, Support hot spots	Support Micro SD card up to 128GB																																																	
https://www.ebay.com/itm/325173179048?nordt=true&orig_cvip=true&rt=nc	Open box	“This is an exceptional product showing no signs of use, it has been fully tested and is in ...Read moreabout the seller notes“This is an exceptional product showing no signs of use, it has been fully tested and is in excellent working order and ready for Activation. These devices typically are display units, shelf pull or missing packaging, Complete in Generic white box with All Accessories Listed Below! Guaranteed to work on any phone carrier worldwide.”Read Lessabout the seller notes	Samsung	Samsung Galaxy S21 Ultra 5G	256 GB	Unlocked	12.0 MP, 10.0 MP, 108.0 MP	6.8 in	Factory Unlocked	12 GB	Without Contract	Android	SM-G998U	Bar	SM-G998UZKEXAA	USB Type-C, 5G, Bluetooth, Wi-Fi, NFC, GPS	Proximity Sensor, 8K Video Recording, Laser AF Sensor, Gyro Sensor, Fast Wireless Charging, Infinity-O Display, Telephoto Lens, Ultrasonic Fingerprint Sensor, Facial Recognition, Quad Rear Camera, Wide-Angle Camera, Accelerometer, Barometer, Ultra Wide-Angle Camera	BLACK	Single SIM	N/A	Octa Core									0887276527116			Black																																																																																																																																																																																																																																																																															SM-G998U1																																																
